fips,cbsa,metarea,metareano,state_fips,year,asfr_15_19,asfr_20_24,asfr_25_29,asfr_30_34,asfr_35_39,asfr_40_44,gfr_15_44,first_birth_proxy,completed_fertility_proxy
,,27260,,,1990,,,,,,,8.048641,,
,,27260,,,1991,,,,,,,7.757486,,
,,27260,,,1992,,,,,,,7.726099,,
,,27260,,,1993,,,,,,,7.531234,,
,,27260,,,1994,,,,,,,7.366227,,
,,27260,,,1995,,,,,,,7.212293,,
,,"275. fort walton beach, fl",275,,1940,,,,,,,14.491458,,
,,"275. fort walton beach, fl",275,,1944,,,,,,,15.961217,,
,,"275. fort walton beach, fl",275,,1945,,,,,,,15.325994,,
,,"275. fort walton beach, fl",275,,1946,,,,,,,17.037117,,
,,"275. fort walton beach, fl",275,,1947,,,,,,,18.255944,,
,,"275. fort walton beach, fl",275,,1948,,,,,,,17.311302,,
,,"275. fort walton beach, fl",275,,1949,,,,,,,17.134667,,
,,"275. fort walton beach, fl",275,,1950,,,,,,,17.201211,,
,,"275. fort walton beach, fl",275,,1951,,,,,,,17.640146,,
,,"275. fort walton beach, fl",275,,1952,,,,,,,17.744751,,
,,"275. fort walton beach, fl",275,,1953,,,,,,,17.690076,,
,,"275. fort walton beach, fl",275,,1954,,,,,,,17.870182,,
,,"275. fort walton beach, fl",275,,1955,,,,,,,17.540589,,
,,"275. fort walton beach, fl",275,,1956,,,,,,,17.654833,,
,,"275. fort walton beach, fl",275,,1957,,,,,,,17.585867,,
,,"275. fort walton beach, fl",275,,1958,,,,,,,17.112475,,
,,"275. fort walton beach, fl",275,,1959,,,,,,,16.95488,,
,,"275. fort walton beach, fl",275,,1960,,,,,,,16.376693,,
,,"275. fort walton beach, fl",275,,1961,,,,,,,16.13014,,
,,"275. fort walton beach, fl",275,,1962,,,,,,,15.519999,,
,,"275. fort walton beach, fl",275,,1963,,,,,,,15.03438,,
,,"275. fort walton beach, fl",275,,1964,,,,,,,14.602132,,
,,"275. fort walton beach, fl",275,,1965,,,,,,,13.405905,,
,,"275. fort walton beach, fl",275,,1966,,,,,,,12.656468,,
,,"275. fort walton beach, fl",275,,1967,,,,,,,12.227826,,
,,"275. fort walton beach, fl",275,,1968,,,,,,,12.019681,,
,,"275. fort walton beach, fl",275,,1969,,,,,,,12.133421,,
,,"275. fort walton beach, fl",275,,1970,,,,,,,12.760363,,
,,"275. fort walton beach, fl",275,,1971,,,,,,,12.161089,,
,,"275. fort walton beach, fl",275,,1972,,,,,,,11.083053,,
,,"275. fort walton beach, fl",275,,1973,,,,,,,10.630989,,
,,"275. fort walton beach, fl",275,,1974,,,,,,,10.538717,,
,,"275. fort walton beach, fl",275,,1975,,,,,,,10.222868,,
,,"275. fort walton beach, fl",275,,1976,,,,,,,10.319533,,
,,"275. fort walton beach, fl",275,,1977,,,,,,,10.587273,,
,,"275. fort walton beach, fl",275,,1978,,,,,,,10.407509,,
,,"275. fort walton beach, fl",275,,1979,,,,,,,10.75947,,
,,"275. fort walton beach, fl",275,,1980,,,,,,,10.97163,,
,,"275. fort walton beach, fl",275,,1981,,,,,,,10.786271,,
,,"275. fort walton beach, fl",275,,1982,,,,,,,10.752353,,
,,"275. fort walton beach, fl",275,,1983,,,,,,,10.475427,,
,,"275. fort walton beach, fl",275,,1984,,,,,,,10.431872,,
,,"275. fort walton beach, fl",275,,1985,,,,,,,10.541846,,
,,"275. fort walton beach, fl",275,,1986,,,,,,,10.387125,,
,,"275. fort walton beach, fl",275,,1987,,,,,,,10.38645,,
,,"275. fort walton beach, fl",275,,1988,,,,,,,10.531465,,
,,"275. fort walton beach, fl",275,,1989,,,,,,,10.755432,,
,,"275. fort walton beach, fl",275,,1990,,,,,,,11.044296,,
,,"275. fort walton beach, fl",275,,1991,,,,,,,10.626864,,
,,"275. fort walton beach, fl",275,,1992,,,,,,,10.677578,,
,,"275. fort walton beach, fl",275,,1993,,,,,,,10.425478,,
,,"275. fort walton beach, fl",275,,1994,,,,,,,10.186683,,
,,"275. fort walton beach, fl",275,,1995,,,,,,,9.984493,,
,,27500,,,1940,,,,,,,4.653616,,
,,27500,,,1944,,,,,,,5.375446,,
,,27500,,,1945,,,,,,,5.222716,,
,,27500,,,1946,,,,,,,5.964565,,
,,27500,,,1947,,,,,,,6.475092,,
,,27500,,,1948,,,,,,,6.050252,,
,,27500,,,1949,,,,,,,6.039098,,
,,27500,,,1950,,,,,,,6.059526,,
,,27500,,,1951,,,,,,,6.295383,,
,,27500,,,1952,,,,,,,6.329743,,
,,27500,,,1953,,,,,,,6.303772,,
,,27500,,,1954,,,,,,,6.410214,,
,,27500,,,1955,,,,,,,6.357756,,
,,27500,,,1956,,,,,,,6.426542,,
,,27500,,,1957,,,,,,,6.477598,,
,,27500,,,1958,,,,,,,6.25239,,
,,27500,,,1959,,,,,,,6.242776,,
,,27500,,,1960,,,,,,,6.163612,,
,,27500,,,1961,,,,,,,6.028353,,
,,27500,,,1962,,,,,,,5.856762,,
,,27500,,,1963,,,,,,,5.650756,,
,,27500,,,1964,,,,,,,5.440242,,
,,27500,,,1965,,,,,,,5.01351,,
,,27500,,,1966,,,,,,,4.783522,,
,,27500,,,1967,,,,,,,4.604971,,
,,27500,,,1968,,,,,,,4.522198,,
,,27500,,,1969,,,,,,,4.534073,,
,,27500,,,1970,,,,,,,4.742244,,
,,27500,,,1971,,,,,,,4.469522,,
,,27500,,,1972,,,,,,,4.063421,,
,,27500,,,1973,,,,,,,3.875593,,
,,27500,,,1974,,,,,,,3.897821,,
,,27500,,,1975,,,,,,,3.838635,,
,,27500,,,1976,,,,,,,3.881166,,
,,27500,,,1977,,,,,,,3.99221,,
,,27500,,,1978,,,,,,,3.944845,,
,,27500,,,1979,,,,,,,4.119992,,
,,27500,,,1980,,,,,,,4.231268,,
,,27500,,,1981,,,,,,,4.160275,,
,,27500,,,1982,,,,,,,4.128476,,
,,27500,,,1983,,,,,,,4.022661,,
,,27500,,,1984,,,,,,,4.013251,,
,,27500,,,1985,,,,,,,4.042013,,
,,27500,,,1986,,,,,,,3.954855,,
,,27500,,,1987,,,,,,,3.981697,,
,,27500,,,1988,,,,,,,4.041482,,
,,27500,,,1989,,,,,,,4.127264,,
,,27500,,,1990,,,,,,,4.275827,,
,,27500,,,1991,,,,,,,4.115511,,
,,27500,,,1992,,,,,,,4.124527,,
,,27500,,,1993,,,,,,,4.043906,,
,,27500,,,1994,,,,,,,3.972096,,
,,27500,,,1995,,,,,,,3.883808,,
,,"276. fort wayne, in",276,,1940,,,,,,,4.968019,,
,,"276. fort wayne, in",276,,1944,,,,,,,5.547717,,
,,"276. fort wayne, in",276,,1945,,,,,,,5.326902,,
,,"276. fort wayne, in",276,,1946,,,,,,,6.074651,,
,,"276. fort wayne, in",276,,1947,,,,,,,6.61866,,
,,"276. fort wayne, in",276,,1948,,,,,,,6.210685,,
,,"276. fort wayne, in",276,,1949,,,,,,,6.180971,,
,,"276. fort wayne, in",276,,1950,,,,,,,6.202609,,
,,"276. fort wayne, in",276,,1951,,,,,,,6.43701,,
,,"276. fort wayne, in",276,,1952,,,,,,,6.468336,,
,,"276. fort wayne, in",276,,1953,,,,,,,6.426141,,
,,"276. fort wayne, in",276,,1954,,,,,,,6.528308,,
,,"276. fort wayne, in",276,,1955,,,,,,,6.40589,,
,,"276. fort wayne, in",276,,1956,,,,,,,6.497807,,
,,"276. fort wayne, in",276,,1957,,,,,,,6.526269,,
,,"276. fort wayne, in",276,,1958,,,,,,,6.279547,,
,,"276. fort wayne, in",276,,1959,,,,,,,6.196024,,
,,"276. fort wayne, in",276,,1960,,,,,,,6.073444,,
,,"276. fort wayne, in",276,,1961,,,,,,,5.953226,,
,,"276. fort wayne, in",276,,1962,,,,,,,5.692064,,
,,"276. fort wayne, in",276,,1963,,,,,,,5.504395,,
,,"276. fort wayne, in",276,,1964,,,,,,,5.366995,,
,,"276. fort wayne, in",276,,1965,,,,,,,4.933262,,
,,"276. fort wayne, in",276,,1966,,,,,,,4.709828,,
,,"276. fort wayne, in",276,,1967,,,,,,,4.530516,,
,,"276. fort wayne, in",276,,1968,,,,,,,4.451437,,
,,"276. fort wayne, in",276,,1969,,,,,,,4.476502,,
,,"276. fort wayne, in",276,,1970,,,,,,,4.708003,,
,,"276. fort wayne, in",276,,1971,,,,,,,4.461833,,
,,"276. fort wayne, in",276,,1972,,,,,,,4.039473,,
,,"276. fort wayne, in",276,,1973,,,,,,,3.857328,,
,,"276. fort wayne, in",276,,1974,,,,,,,3.845062,,
,,"276. fort wayne, in",276,,1975,,,,,,,3.759593,,
,,"276. fort wayne, in",276,,1976,,,,,,,3.769088,,
,,"276. fort wayne, in",276,,1977,,,,,,,3.883904,,
,,"276. fort wayne, in",276,,1978,,,,,,,3.836007,,
,,"276. fort wayne, in",276,,1979,,,,,,,3.978167,,
,,"276. fort wayne, in",276,,1980,,,,,,,4.050462,,
,,"276. fort wayne, in",276,,1981,,,,,,,3.983191,,
,,"276. fort wayne, in",276,,1982,,,,,,,3.958935,,
,,"276. fort wayne, in",276,,1983,,,,,,,3.849043,,
,,"276. fort wayne, in",276,,1984,,,,,,,3.841188,,
,,"276. fort wayne, in",276,,1985,,,,,,,3.875314,,
,,"276. fort wayne, in",276,,1986,,,,,,,3.815183,,
,,"276. fort wayne, in",276,,1987,,,,,,,3.819478,,
,,"276. fort wayne, in",276,,1988,,,,,,,3.856865,,
,,"276. fort wayne, in",276,,1989,,,,,,,3.949715,,
,,"276. fort wayne, in",276,,1990,,,,,,,4.065712,,
,,"276. fort wayne, in",276,,1991,,,,,,,3.909082,,
,,"276. fort wayne, in",276,,1992,,,,,,,3.892484,,
,,"276. fort wayne, in",276,,1993,,,,,,,3.804111,,
,,"276. fort wayne, in",276,,1994,,,,,,,3.720867,,
,,"276. fort wayne, in",276,,1995,,,,,,,3.647562,,
,,27620,,,1940,,,,,,,4.291756,,
,,27620,,,1944,,,,,,,4.875015,,
,,27620,,,1945,,,,,,,4.713182,,
,,27620,,,1946,,,,,,,5.219317,,
,,27620,,,1947,,,,,,,5.681201,,
,,27620,,,1948,,,,,,,5.364541,,
,,27620,,,1949,,,,,,,5.325441,,
,,27620,,,1950,,,,,,,5.365332,,
,,27620,,,1951,,,,,,,5.542101,,
,,27620,,,1952,,,,,,,5.577388,,
,,27620,,,1953,,,,,,,5.589191,,
,,27620,,,1954,,,,,,,5.651775,,
,,27620,,,1955,,,,,,,5.554644,,
,,27620,,,1956,,,,,,,5.586848,,
,,27620,,,1957,,,,,,,5.589373,,
,,27620,,,1958,,,,,,,5.423809,,
,,27620,,,1959,,,,,,,5.405171,,
,,27620,,,1960,,,,,,,5.264013,,
,,27620,,,1961,,,,,,,5.167136,,
,,27620,,,1962,,,,,,,4.981495,,
,,27620,,,1963,,,,,,,4.798662,,
,,27620,,,1964,,,,,,,4.622683,,
,,27620,,,1965,,,,,,,4.229406,,
,,27620,,,1966,,,,,,,4.009237,,
,,27620,,,1967,,,,,,,3.877733,,
,,27620,,,1968,,,,,,,3.828686,,
,,27620,,,1969,,,,,,,3.85071,,
,,27620,,,1970,,,,,,,4.036392,,
,,27620,,,1971,,,,,,,3.826323,,
,,27620,,,1972,,,,,,,3.486068,,
,,27620,,,1973,,,,,,,3.339461,,
,,27620,,,1974,,,,,,,3.363669,,
,,27620,,,1975,,,,,,,3.306469,,
,,27620,,,1976,,,,,,,3.357848,,
,,27620,,,1977,,,,,,,3.441412,,
,,27620,,,1978,,,,,,,3.401085,,
,,27620,,,1979,,,,,,,3.543338,,
,,27620,,,1980,,,,,,,3.640397,,
,,27620,,,1981,,,,,,,3.598367,,
,,27620,,,1982,,,,,,,3.586098,,
,,27620,,,1983,,,,,,,3.496471,,
,,27620,,,1984,,,,,,,3.474032,,
,,27620,,,1985,,,,,,,3.491199,,
,,27620,,,1986,,,,,,,3.424812,,
,,27620,,,1987,,,,,,,3.41665,,
,,27620,,,1988,,,,,,,3.454462,,
,,27620,,,1989,,,,,,,3.513375,,
,,27620,,,1990,,,,,,,3.623494,,
,,27620,,,1991,,,,,,,3.477185,,
,,27620,,,1992,,,,,,,3.488735,,
,,27620,,,1993,,,,,,,3.408396,,
,,27620,,,1994,,,,,,,3.341949,,
,,27620,,,1995,,,,,,,3.278179,,
,,27780,,,1940,,,,,,,1.810085,,
,,27780,,,1944,,,,,,,2.093277,,
,,27780,,,1945,,,,,,,2.042542,,
,,27780,,,1946,,,,,,,2.289734,,
,,27780,,,1947,,,,,,,2.451195,,
,,27780,,,1948,,,,,,,2.2925,,
,,27780,,,1949,,,,,,,2.267461,,
,,27780,,,1950,,,,,,,2.283199,,
,,27780,,,1951,,,,,,,2.370604,,
,,27780,,,1952,,,,,,,2.388053,,
,,27780,,,1953,,,,,,,2.384548,,
,,27780,,,1954,,,,,,,2.421504,,
,,27780,,,1955,,,,,,,2.387427,,
,,27780,,,1956,,,,,,,2.413756,,
,,27780,,,1957,,,,,,,2.431288,,
,,27780,,,1958,,,,,,,2.361024,,
,,27780,,,1959,,,,,,,2.331876,,
,,27780,,,1960,,,,,,,2.279136,,
,,27780,,,1961,,,,,,,2.247569,,
,,27780,,,1962,,,,,,,2.156004,,
,,27780,,,1963,,,,,,,2.100957,,
,,27780,,,1964,,,,,,,2.040318,,
,,27780,,,1965,,,,,,,1.884752,,
,,27780,,,1966,,,,,,,1.787752,,
,,27780,,,1967,,,,,,,1.718165,,
,,27780,,,1968,,,,,,,1.68448,,
,,27780,,,1969,,,,,,,1.677636,,
,,27780,,,1970,,,,,,,1.758257,,
,,27780,,,1971,,,,,,,1.642677,,
,,27780,,,1972,,,,,,,1.477335,,
,,27780,,,1973,,,,,,,1.404553,,
,,27780,,,1974,,,,,,,1.394528,,
,,27780,,,1975,,,,,,,1.355461,,
,,27780,,,1976,,,,,,,1.359207,,
,,27780,,,1977,,,,,,,1.400611,,
,,27780,,,1978,,,,,,,1.382151,,
,,27780,,,1979,,,,,,,1.428899,,
,,27780,,,1980,,,,,,,1.45632,,
,,27780,,,1981,,,,,,,1.447049,,
,,27780,,,1982,,,,,,,1.457986,,
,,27780,,,1983,,,,,,,1.434755,,
,,27780,,,1984,,,,,,,1.445587,,
,,27780,,,1985,,,,,,,1.469239,,
,,27780,,,1986,,,,,,,1.462019,,
,,27780,,,1987,,,,,,,1.480998,,
,,27780,,,1988,,,,,,,1.50848,,
,,27780,,,1989,,,,,,,1.547547,,
,,27780,,,1990,,,,,,,1.578066,,
,,27780,,,1991,,,,,,,1.526532,,
,,27780,,,1992,,,,,,,1.526909,,
,,27780,,,1993,,,,,,,1.486621,,
,,27780,,,1994,,,,,,,1.454541,,
,,27780,,,1995,,,,,,,1.419997,,
,,27900,,,1940,,,,,,,7.587647,,
,,27900,,,1944,,,,,,,8.631395,,
,,27900,,,1945,,,,,,,8.287261,,
,,27900,,,1946,,,,,,,8.95482,,
,,27900,,,1947,,,,,,,9.840695,,
,,27900,,,1948,,,,,,,9.339404,,
,,27900,,,1949,,,,,,,9.254857,,
,,27900,,,1950,,,,,,,9.326505,,
,,27900,,,1951,,,,,,,9.582305,,
,,27900,,,1952,,,,,,,9.666352,,
,,27900,,,1953,,,,,,,9.777235,,
,,27900,,,1954,,,,,,,9.850872,,
,,27900,,,1955,,,,,,,9.636804,,
,,27900,,,1956,,,,,,,9.669923,,
,,27900,,,1957,,,,,,,9.648403,,
,,27900,,,1958,,,,,,,9.390361,,
,,27900,,,1959,,,,,,,9.373325,,
,,27900,,,1960,,,,,,,9.036634,,
,,27900,,,1961,,,,,,,8.871667,,
,,27900,,,1962,,,,,,,8.554226,,
,,27900,,,1963,,,,,,,8.205097,,
,,27900,,,1964,,,,,,,7.879035,,
,,27900,,,1965,,,,,,,7.169236,,
,,27900,,,1966,,,,,,,6.75954,,
,,27900,,,1967,,,,,,,6.558664,,
,,27900,,,1968,,,,,,,6.517789,,
,,27900,,,1969,,,,,,,6.55611,,
,,27900,,,1970,,,,,,,6.927617,,
,,27900,,,1971,,,,,,,6.595006,,
,,27900,,,1972,,,,,,,6.031603,,
,,27900,,,1973,,,,,,,5.798283,,
,,27900,,,1974,,,,,,,5.873985,,
,,27900,,,1975,,,,,,,5.802242,,
,,27900,,,1976,,,,,,,5.925177,,
,,27900,,,1977,,,,,,,6.059484,,
,,27900,,,1978,,,,,,,5.99446,,
,,27900,,,1979,,,,,,,6.25383,,
,,27900,,,1980,,,,,,,6.445275,,
,,27900,,,1981,,,,,,,6.405993,,
,,27900,,,1982,,,,,,,6.415142,,
,,27900,,,1983,,,,,,,6.239169,,
,,27900,,,1984,,,,,,,6.162546,,
,,27900,,,1985,,,,,,,6.162489,,
,,27900,,,1986,,,,,,,6.031132,,
,,27900,,,1987,,,,,,,5.958937,,
,,27900,,,1988,,,,,,,6.00522,,
,,27900,,,1989,,,,,,,6.084632,,
,,27900,,,1990,,,,,,,6.263686,,
,,27900,,,1991,,,,,,,6.006426,,
,,27900,,,1992,,,,,,,6.059644,,
,,27900,,,1993,,,,,,,5.908348,,
,,27900,,,1994,,,,,,,5.792716,,
,,27900,,,1995,,,,,,,5.698398,,
,,"28. altoona, pa",28,,1940,,,,,,,1.489414,,
,,"28. altoona, pa",28,,1944,,,,,,,1.710215,,
,,"28. altoona, pa",28,,1945,,,,,,,1.664568,,
,,"28. altoona, pa",28,,1946,,,,,,,1.867855,,
,,"28. altoona, pa",28,,1947,,,,,,,1.998714,,
,,"28. altoona, pa",28,,1948,,,,,,,1.87176,,
,,"28. altoona, pa",28,,1949,,,,,,,1.852736,,
,,"28. altoona, pa",28,,1950,,,,,,,1.865386,,
,,"28. altoona, pa",28,,1951,,,,,,,1.9343,,
,,"28. altoona, pa",28,,1952,,,,,,,1.946421,,
,,"28. altoona, pa",28,,1953,,,,,,,1.942137,,
,,"28. altoona, pa",28,,1954,,,,,,,1.97156,,
,,"28. altoona, pa",28,,1955,,,,,,,1.942679,,
,,"28. altoona, pa",28,,1956,,,,,,,1.96453,,
,,"28. altoona, pa",28,,1957,,,,,,,1.976562,,
,,"28. altoona, pa",28,,1958,,,,,,,1.919048,,
,,"28. altoona, pa",28,,1959,,,,,,,1.894906,,
,,"28. altoona, pa",28,,1960,,,,,,,1.850448,,
,,"28. altoona, pa",28,,1961,,,,,,,1.823825,,
,,"28. altoona, pa",28,,1962,,,,,,,1.752273,,
,,"28. altoona, pa",28,,1963,,,,,,,1.705129,,
,,"28. altoona, pa",28,,1964,,,,,,,1.65587,,
,,"28. altoona, pa",28,,1965,,,,,,,1.527893,,
,,"28. altoona, pa",28,,1966,,,,,,,1.450391,,
,,"28. altoona, pa",28,,1967,,,,,,,1.394863,,
,,"28. altoona, pa",28,,1968,,,,,,,1.367961,,
,,"28. altoona, pa",28,,1969,,,,,,,1.364695,,
,,"28. altoona, pa",28,,1970,,,,,,,1.430734,,
,,"28. altoona, pa",28,,1971,,,,,,,1.341633,,
,,"28. altoona, pa",28,,1972,,,,,,,1.20898,,
,,"28. altoona, pa",28,,1973,,,,,,,1.150221,,
,,"28. altoona, pa",28,,1974,,,,,,,1.141566,,
,,"28. altoona, pa",28,,1975,,,,,,,1.109855,,
,,"28. altoona, pa",28,,1976,,,,,,,1.114095,,
,,"28. altoona, pa",28,,1977,,,,,,,1.145983,,
,,"28. altoona, pa",28,,1978,,,,,,,1.130734,,
,,"28. altoona, pa",28,,1979,,,,,,,1.168324,,
,,"28. altoona, pa",28,,1980,,,,,,,1.190855,,
,,"28. altoona, pa",28,,1981,,,,,,,1.180708,,
,,"28. altoona, pa",28,,1982,,,,,,,1.187662,,
,,"28. altoona, pa",28,,1983,,,,,,,1.166799,,
,,"28. altoona, pa",28,,1984,,,,,,,1.173429,,
,,"28. altoona, pa",28,,1985,,,,,,,1.190817,,
,,"28. altoona, pa",28,,1986,,,,,,,1.183367,,
,,"28. altoona, pa",28,,1987,,,,,,,1.196542,,
,,"28. altoona, pa",28,,1988,,,,,,,1.21764,,
,,"28. altoona, pa",28,,1989,,,,,,,1.248257,,
,,"28. altoona, pa",28,,1990,,,,,,,1.275411,,
,,"28. altoona, pa",28,,1991,,,,,,,1.235597,,
,,"28. altoona, pa",28,,1992,,,,,,,1.228467,,
,,"28. altoona, pa",28,,1993,,,,,,,1.196891,,
,,"28. altoona, pa",28,,1994,,,,,,,1.171159,,
,,"28. altoona, pa",28,,1995,,,,,,,1.144407,,
,,28020,,,1940,,,,,,,5.023183,,
,,28020,,,1944,,,,,,,5.703754,,
,,28020,,,1945,,,,,,,5.495658,,
,,28020,,,1946,,,,,,,6.219159,,
,,28020,,,1947,,,,,,,6.78239,,
,,28020,,,1948,,,,,,,6.36574,,
,,28020,,,1949,,,,,,,6.338298,,
,,28020,,,1950,,,,,,,6.349429,,
,,28020,,,1951,,,,,,,6.589962,,
,,28020,,,1952,,,,,,,6.643415,,
,,28020,,,1953,,,,,,,6.641822,,
,,28020,,,1954,,,,,,,6.736852,,
,,28020,,,1955,,,,,,,6.627373,,
,,28020,,,1956,,,,,,,6.715958,,
,,28020,,,1957,,,,,,,6.746434,,
,,28020,,,1958,,,,,,,6.508224,,
,,28020,,,1959,,,,,,,6.462702,,
,,28020,,,1960,,,,,,,6.339274,,
,,28020,,,1961,,,,,,,6.221619,,
,,28020,,,1962,,,,,,,6.013498,,
,,28020,,,1963,,,,,,,5.856011,,
,,28020,,,1964,,,,,,,5.658629,,
,,28020,,,1965,,,,,,,5.189737,,
,,28020,,,1966,,,,,,,4.961501,,
,,28020,,,1967,,,,,,,4.777293,,
,,28020,,,1968,,,,,,,4.673357,,
,,28020,,,1969,,,,,,,4.67618,,
,,28020,,,1970,,,,,,,4.923477,,
,,28020,,,1971,,,,,,,4.676621,,
,,28020,,,1972,,,,,,,4.238367,,
,,28020,,,1973,,,,,,,4.052042,,
,,28020,,,1974,,,,,,,4.042656,,
,,28020,,,1975,,,,,,,3.964015,,
,,28020,,,1976,,,,,,,3.97864,,
,,28020,,,1977,,,,,,,4.097187,,
,,28020,,,1978,,,,,,,4.028805,,
,,28020,,,1979,,,,,,,4.190202,,
,,28020,,,1980,,,,,,,4.272759,,
,,28020,,,1981,,,,,,,4.177621,,
,,28020,,,1982,,,,,,,4.15609,,
,,28020,,,1983,,,,,,,4.047062,,
,,28020,,,1984,,,,,,,4.024408,,
,,28020,,,1985,,,,,,,4.060726,,
,,28020,,,1986,,,,,,,3.984997,,
,,28020,,,1987,,,,,,,3.982811,,
,,28020,,,1988,,,,,,,4.062408,,
,,28020,,,1989,,,,,,,4.136887,,
,,28020,,,1990,,,,,,,4.281919,,
,,28020,,,1991,,,,,,,4.10991,,
,,28020,,,1992,,,,,,,4.114841,,
,,28020,,,1993,,,,,,,4.035995,,
,,28020,,,1994,,,,,,,3.955864,,
,,28020,,,1995,,,,,,,3.887889,,
,,28100,,,1940,,,,,,,3.654467,,
,,28100,,,1944,,,,,,,4.070337,,
,,28100,,,1945,,,,,,,3.911132,,
,,28100,,,1946,,,,,,,4.355566,,
,,28100,,,1947,,,,,,,4.750655,,
,,28100,,,1948,,,,,,,4.512799,,
,,28100,,,1949,,,,,,,4.488074,,
,,28100,,,1950,,,,,,,4.482409,,
,,28100,,,1951,,,,,,,4.625758,,
,,28100,,,1952,,,,,,,4.642118,,
,,28100,,,1953,,,,,,,4.63775,,
,,28100,,,1954,,,,,,,4.693872,,
,,28100,,,1955,,,,,,,4.599828,,
,,28100,,,1956,,,,,,,4.618438,,
,,28100,,,1957,,,,,,,4.60315,,
,,28100,,,1958,,,,,,,4.467412,,
,,28100,,,1959,,,,,,,4.437167,,
,,28100,,,1960,,,,,,,4.329927,,
,,28100,,,1961,,,,,,,4.253077,,
,,28100,,,1962,,,,,,,4.086155,,
,,28100,,,1963,,,,,,,3.956532,,
,,28100,,,1964,,,,,,,3.835923,,
,,28100,,,1965,,,,,,,3.517393,,
,,28100,,,1966,,,,,,,3.345083,,
,,28100,,,1967,,,,,,,3.224964,,
,,28100,,,1968,,,,,,,3.163163,,
,,28100,,,1969,,,,,,,3.206195,,
,,28100,,,1970,,,,,,,3.361165,,
,,28100,,,1971,,,,,,,3.198041,,
,,28100,,,1972,,,,,,,2.91636,,
,,28100,,,1973,,,,,,,2.793819,,
,,28100,,,1974,,,,,,,2.778001,,
,,28100,,,1975,,,,,,,2.715301,,
,,28100,,,1976,,,,,,,2.723997,,
,,28100,,,1977,,,,,,,2.805678,,
,,28100,,,1978,,,,,,,2.763812,,
,,28100,,,1979,,,,,,,2.863971,,
,,28100,,,1980,,,,,,,2.923455,,
,,28100,,,1981,,,,,,,2.860649,,
,,28100,,,1982,,,,,,,2.845255,,
,,28100,,,1983,,,,,,,2.761205,,
,,28100,,,1984,,,,,,,2.745083,,
,,28100,,,1985,,,,,,,2.762541,,
,,28100,,,1986,,,,,,,2.710099,,
,,28100,,,1987,,,,,,,2.694282,,
,,28100,,,1988,,,,,,,2.731886,,
,,28100,,,1989,,,,,,,2.786896,,
,,28100,,,1990,,,,,,,2.870377,,
,,28100,,,1991,,,,,,,2.769914,,
,,28100,,,1992,,,,,,,2.746221,,
,,28100,,,1993,,,,,,,2.683944,,
,,28100,,,1994,,,,,,,2.624752,,
,,28100,,,1995,,,,,,,2.580874,,
,,28140,,,1940,,,,,,,5.516674,,
,,28140,,,1944,,,,,,,6.245418,,
,,28140,,,1945,,,,,,,6.0092,,
,,28140,,,1946,,,,,,,6.641789,,
,,28140,,,1947,,,,,,,7.218311,,
,,28140,,,1948,,,,,,,6.846111,,
,,28140,,,1949,,,,,,,6.794059,,
,,28140,,,1950,,,,,,,6.83995,,
,,28140,,,1951,,,,,,,7.047978,,
,,28140,,,1952,,,,,,,7.058402,,
,,28140,,,1953,,,,,,,7.045754,,
,,28140,,,1954,,,,,,,7.116828,,
,,28140,,,1955,,,,,,,6.997429,,
,,28140,,,1956,,,,,,,7.026464,,
,,28140,,,1957,,,,,,,7.009443,,
,,28140,,,1958,,,,,,,6.823801,,
,,28140,,,1959,,,,,,,6.808955,,
,,28140,,,1960,,,,,,,6.652327,,
,,28140,,,1961,,,,,,,6.53755,,
,,28140,,,1962,,,,,,,6.287918,,
,,28140,,,1963,,,,,,,6.06298,,
,,28140,,,1964,,,,,,,5.843244,,
,,28140,,,1965,,,,,,,5.350964,,
,,28140,,,1966,,,,,,,5.079473,,
,,28140,,,1967,,,,,,,4.91988,,
,,28140,,,1968,,,,,,,4.858548,,
,,28140,,,1969,,,,,,,4.901575,,
,,28140,,,1970,,,,,,,5.098378,,
,,28140,,,1971,,,,,,,4.830315,,
,,28140,,,1972,,,,,,,4.402396,,
,,28140,,,1973,,,,,,,4.220436,,
,,28140,,,1974,,,,,,,4.251538,,
,,28140,,,1975,,,,,,,4.174289,,
,,28140,,,1976,,,,,,,4.232084,,
,,28140,,,1977,,,,,,,4.339982,,
,,28140,,,1978,,,,,,,4.300231,,
,,28140,,,1979,,,,,,,4.471473,,
,,28140,,,1980,,,,,,,4.590483,,
,,28140,,,1981,,,,,,,4.537243,,
,,28140,,,1982,,,,,,,4.535011,,
,,28140,,,1983,,,,,,,4.411029,,
,,28140,,,1984,,,,,,,4.382468,,
,,28140,,,1985,,,,,,,4.401278,,
,,28140,,,1986,,,,,,,4.307904,,
,,28140,,,1987,,,,,,,4.288008,,
,,28140,,,1988,,,,,,,4.336458,,
,,28140,,,1989,,,,,,,4.415183,,
,,28140,,,1990,,,,,,,4.546908,,
,,28140,,,1991,,,,,,,4.375086,,
,,28140,,,1992,,,,,,,4.3862,,
,,28140,,,1993,,,,,,,4.280173,,
,,28140,,,1994,,,,,,,4.191733,,
,,28140,,,1995,,,,,,,4.110809,,
,,"284. fresno, ca",284,,1940,,,,,,,5.52852,,
,,"284. fresno, ca",284,,1944,,,,,,,6.102394,,
